year_month,category,island,value
2024-10,PER PERSON PER TRIP SPENDING ($),oahu,1549.5769030869888
2024-10,TOTAL EXPENDITURES ($ MILLION),hawaii island,266.3226583045513
2024-10,TOTAL EXPENDITURES ($ MILLION),kauai,209.36970974306803
2024-10,TOTAL EXPENDITURES ($ MILLION),lanai,7.438303004373389
2024-10,TOTAL EXPENDITURES ($ MILLION),maui,392.6219896970715
2024-10,TOTAL EXPENDITURES ($ MILLION),molokai,2.3992648520387276
2024-10,TOTAL EXPENDITURES ($ MILLION),oahu,697.7444213706972
2024-10,TOTAL VISITOR DAYS,hawaii island,1056635.7584653872
2024-10,TOTAL VISITOR DAYS,kauai,771886.9305037417
2024-10,TOTAL VISITOR DAYS,lanai,12876.021084912427
2024-10,TOTAL VISITOR DAYS,maui,1417852.2517031976
2024-10,TOTAL VISITOR DAYS,molokai,11483.216491615653
2024-10,TOTAL VISITOR DAYS,oahu,3029820.965685514
2024-10,VISITOR ARRIVALS,hawaii island,133648.15990233026
2024-10,VISITOR ARRIVALS,kauai,107225.82401232295
2024-10,VISITOR ARRIVALS,lanai,3440.065167468217
2024-10,VISITOR ARRIVALS,maui,181486.79253310562
2024-10,VISITOR ARRIVALS,molokai,1870.596356194108
2024-10,VISITOR ARRIVALS,oahu,450280.6023893916
2024-11,AVERAGE DAILY CENSUS,hawaii island,34787.268991844605
2024-11,AVERAGE DAILY CENSUS,kauai,25857.745588757385
2024-11,AVERAGE DAILY CENSUS,lanai,479.0500262460174
2024-11,AVERAGE DAILY CENSUS,maui,52472.810004086576
2024-11,AVERAGE DAILY CENSUS,molokai,392.93540654511514
2024-11,AVERAGE DAILY CENSUS,oahu,100676.8152671461
2024-11,AVERAGE LENGTH OF STAY,hawaii island,7.82065407126574
2024-11,AVERAGE LENGTH OF STAY,kauai,7.395386265790611
2024-11,AVERAGE LENGTH OF STAY,lanai,4.432480800146093
2024-11,AVERAGE LENGTH OF STAY,maui,7.958333342891519
2024-11,AVERAGE LENGTH OF STAY,molokai,6.843730904894921
2024-11,AVERAGE LENGTH OF STAY,oahu,6.801026044633466
2024-11,PER PERSON PER DAY SPENDING ($),hawaii island,243.65786784596244
2024-11,PER PERSON PER DAY SPENDING ($),kauai,270.1654189914898
2024-11,PER PERSON PER DAY SPENDING ($),lanai,690.7085925793347
2024-11,PER PERSON PER DAY SPENDING ($),maui,282.8509181511755
2024-11,PER PERSON PER DAY SPENDING ($),molokai,207.27963957432883
2024-11,PER PERSON PER DAY SPENDING ($),oahu,197.98509452764773
2024-11,PER PERSON PER TRIP SPENDING ($),hawaii island,1905.5638961654558
2024-11,PER PERSON PER TRIP SPENDING ($),kauai,1997.9776291012297
2024-11,PER PERSON PER TRIP SPENDING ($),lanai,3061.5525751038313
2024-11,PER PERSON PER TRIP SPENDING ($),maui,2251.0218929899797
2024-11,PER PERSON PER TRIP SPENDING ($),molokai,1418.5660753103143
2024-11,PER PERSON PER TRIP SPENDING ($),oahu,1346.501784331751
2024-11,TOTAL EXPENDITURES ($ MILLION),hawaii island,254.2857537221046
2024-11,TOTAL EXPENDITURES ($ MILLION),kauai,209.57606013485957
2024-11,TOTAL EXPENDITURES ($ MILLION),lanai,9.9265190821044
2024-11,TOTAL EXPENDITURES ($ MILLION),maui,445.25947462884227
2024-11,TOTAL EXPENDITURES ($ MILLION),molokai,2.443425283339915
2024-11,TOTAL EXPENDITURES ($ MILLION),oahu,597.9752636222535
2024-11,TOTAL VISITOR DAYS,hawaii island,1043618.0697553381
2024-11,TOTAL VISITOR DAYS,kauai,775732.3676627215
2024-11,TOTAL VISITOR DAYS,lanai,14371.500787380523
2024-11,TOTAL VISITOR DAYS,maui,1574184.3001225973
2024-11,TOTAL VISITOR DAYS,molokai,11788.062196353454
2024-11,TOTAL VISITOR DAYS,oahu,3020304.458014383
2024-11,VISITOR ARRIVALS,hawaii island,133443.83477972104
2024-11,VISITOR ARRIVALS,kauai,104894.09745250015
2024-11,VISITOR ARRIVALS,lanai,3242.3154065115955
2024-11,VISITOR ARRIVALS,maui,197803.26260506266
2024-11,VISITOR ARRIVALS,molokai,1722.4613825657789
2024-11,VISITOR ARRIVALS,oahu,444095.41122072836
2024-12,AVERAGE DAILY CENSUS,hawaii island,45037.664966409335
2024-12,AVERAGE DAILY CENSUS,kauai,30512.29052381516
2024-12,AVERAGE DAILY CENSUS,lanai,578.1017228014626
2024-12,AVERAGE DAILY CENSUS,maui,62560.64075167748
2024-12,AVERAGE DAILY CENSUS,molokai,482.2435814042927
2024-12,AVERAGE DAILY CENSUS,oahu,125354.53263084874
2024-12,AVERAGE LENGTH OF STAY,hawaii island,8.295292874299248
2024-12,AVERAGE LENGTH OF STAY,kauai,7.642378805877231
2024-12,AVERAGE LENGTH OF STAY,lanai,4.479489150297454
2024-12,AVERAGE LENGTH OF STAY,maui,8.458178567893233
2024-12,AVERAGE LENGTH OF STAY,molokai,6.591653389035878
2024-12,AVERAGE LENGTH OF STAY,oahu,7.285052584746334
2024-12,PER PERSON PER DAY SPENDING ($),hawaii island,243.6257682338407
2024-12,PER PERSON PER DAY SPENDING ($),kauai,270.47087881597207
2024-12,PER PERSON PER DAY SPENDING ($),lanai,935.9674921740489
2024-12,PER PERSON PER DAY SPENDING ($),maui,299.6009101077354
2024-12,PER PERSON PER DAY SPENDING ($),molokai,177.71911651026147
2024-12,PER PERSON PER DAY SPENDING ($),oahu,214.55415176984638
2024-12,PER PERSON PER TRIP SPENDING ($),hawaii island,2020.947099225859
2024-12,PER PERSON PER TRIP SPENDING ($),kauai,2067.0409118701737
2024-12,PER PERSON PER TRIP SPENDING ($),lanai,4192.656226224768
2024-12,PER PERSON PER TRIP SPENDING ($),maui,2534.0779967945546
2024-12,PER PERSON PER TRIP SPENDING ($),molokai,1171.4628166413272
2024-12,PER PERSON PER TRIP SPENDING ($),oahu,1563.0382779189767
2024-12,TOTAL EXPENDITURES ($ MILLION),hawaii island,340.142407533894
2024-12,TOTAL EXPENDITURES ($ MILLION),kauai,255.83326701260083
2024-12,TOTAL EXPENDITURES ($ MILLION),lanai,16.773617011071444
2024-12,TOTAL EXPENDITURES ($ MILLION),maui,581.0399720898952
2024-12,TOTAL EXPENDITURES ($ MILLION),molokai,2.6568210001273727
2024-12,TOTAL EXPENDITURES ($ MILLION),oahu,833.7553979926357
2024-12,TOTAL VISITOR DAYS,hawaii island,1396167.6139586894
2024-12,TOTAL VISITOR DAYS,kauai,945881.00623827
2024-12,TOTAL VISITOR DAYS,lanai,17921.15340684534
2024-12,TOTAL VISITOR DAYS,maui,1939379.8633020017
2024-12,TOTAL VISITOR DAYS,molokai,14949.551023533073
2024-12,TOTAL VISITOR DAYS,oahu,3885990.511556311
2024-12,VISITOR ARRIVALS,hawaii island,168308.41720903455
2024-12,VISITOR ARRIVALS,kauai,123767.87781192652
2024-12,VISITOR ARRIVALS,lanai,4000.7136540681904
2024-12,VISITOR ARRIVALS,maui,229290.48467524414
2024-12,VISITOR ARRIVALS,molokai,2267.9516262792536
2024-12,VISITOR ARRIVALS,oahu,533419.6927683016
2025-01,AVERAGE DAILY CENSUS,hawaii island,45096.62111144153
2025-01,AVERAGE DAILY CENSUS,kauai,28612.065659963315
2025-01,AVERAGE DAILY CENSUS,lanai,442.59676108726575
2025-01,AVERAGE DAILY CENSUS,maui,57777.672217559404
2025-01,AVERAGE DAILY CENSUS,molokai,620.0487320894849
2025-01,AVERAGE DAILY CENSUS,oahu,111967.86513511246
2025-01,AVERAGE LENGTH OF STAY,hawaii island,8.840207175956275
2025-01,AVERAGE LENGTH OF STAY,kauai,7.969750852924237
2025-01,AVERAGE LENGTH OF STAY,lanai,3.8942611836204892
2025-01,AVERAGE LENGTH OF STAY,maui,8.834603022527219
2025-01,AVERAGE LENGTH OF STAY,molokai,6.761317249870437
2025-01,AVERAGE LENGTH OF STAY,oahu,7.6017256477404604
2025-01,PER PERSON PER DAY SPENDING ($),hawaii island,218.4390661356541
2025-01,PER PERSON PER DAY SPENDING ($),kauai,292.5945714925145
2025-01,PER PERSON PER DAY SPENDING ($),lanai,749.582879591343
2025-01,PER PERSON PER DAY SPENDING ($),maui,296.50883719873366
2025-01,PER PERSON PER DAY SPENDING ($),molokai,212.96527461110324
2025-01,PER PERSON PER DAY SPENDING ($),oahu,223.5119190683413
2025-01,PER PERSON PER TRIP SPENDING ($),hawaii island,1931.046599961597
2025-01,PER PERSON PER TRIP SPENDING ($),kauai,2331.9058357134695
2025-01,PER PERSON PER TRIP SPENDING ($),lanai,2919.0715118990383
2025-01,PER PERSON PER TRIP SPENDING ($),maui,2619.537869321963
2025-01,PER PERSON PER TRIP SPENDING ($),molokai,1439.925784851447
2025-01,PER PERSON PER TRIP SPENDING ($),oahu,1699.0762877575003
2025-01,TOTAL EXPENDITURES ($ MILLION),hawaii island,305.376777845158
2025-01,TOTAL EXPENDITURES ($ MILLION),kauai,259.5237878300723
2025-01,TOTAL EXPENDITURES ($ MILLION),lanai,10.284651594881426
2025-01,TOTAL EXPENDITURES ($ MILLION),maui,531.0793025636217
2025-01,TOTAL EXPENDITURES ($ MILLION),molokai,4.093514303552809
2025-01,TOTAL EXPENDITURES ($ MILLION),oahu,775.8107247203606
2025-01,TOTAL VISITOR DAYS,hawaii island,1397995.2544546872
2025-01,TOTAL VISITOR DAYS,kauai,886974.0354588628
2025-01,TOTAL VISITOR DAYS,lanai,13720.499593705239
2025-01,TOTAL VISITOR DAYS,maui,1791107.8387443416
2025-01,TOTAL VISITOR DAYS,molokai,19221.51069477403
2025-01,TOTAL VISITOR DAYS,oahu,3471003.8191884863
2025-01,VISITOR ARRIVALS,hawaii island,158140.55334098675
2025-01,VISITOR ARRIVALS,kauai,111292.56758803406
2025-01,VISITOR ARRIVALS,lanai,3523.2612674811166
2025-01,VISITOR ARRIVALS,maui,202737.78393632665
2025-01,VISITOR ARRIVALS,molokai,2842.8647827673462
2025-01,VISITOR ARRIVALS,oahu,456607.3520714614
2025-02,AVERAGE DAILY CENSUS,hawaii island,39704.288421279765
2025-02,AVERAGE DAILY CENSUS,kauai,28430.69927286214
2025-02,AVERAGE DAILY CENSUS,lanai,504.2839177030338
2025-02,AVERAGE DAILY CENSUS,maui,58884.98986348009
2025-02,AVERAGE DAILY CENSUS,molokai,506.3565342623714
2025-02,AVERAGE DAILY CENSUS,oahu,109211.45324463143
2025-02,AVERAGE LENGTH OF STAY,hawaii island,7.871431671454311
2025-02,AVERAGE LENGTH OF STAY,kauai,7.508890887607138
2025-02,AVERAGE LENGTH OF STAY,lanai,3.352147472792598
2025-02,AVERAGE LENGTH OF STAY,maui,8.250297222553206
2025-02,AVERAGE LENGTH OF STAY,molokai,6.088475687874538
2025-02,AVERAGE LENGTH OF STAY,oahu,7.0876428134245515
2025-02,PER PERSON PER DAY SPENDING ($),hawaii island,242.9694459225653
2025-02,PER PERSON PER DAY SPENDING ($),kauai,286.9600356182453
2025-02,PER PERSON PER DAY SPENDING ($),lanai,508.46000604525585
2025-02,PER PERSON PER DAY SPENDING ($),maui,323.7185112377405
2025-02,PER PERSON PER DAY SPENDING ($),molokai,186.4636188082529
2025-02,PER PERSON PER DAY SPENDING ($),oahu,220.65652028304092
2025-02,PER PERSON PER TRIP SPENDING ($),hawaii island,1912.5173918305863
2025-02,PER PERSON PER TRIP SPENDING ($),kauai,2154.7515965612615
2025-02,PER PERSON PER TRIP SPENDING ($),lanai,1704.4329242807132
2025-02,PER PERSON PER TRIP SPENDING ($),maui,2670.773934153789
2025-02,PER PERSON PER TRIP SPENDING ($),molokai,1135.2792097871531
2025-02,PER PERSON PER TRIP SPENDING ($),oahu,1563.9346002193638
2025-02,TOTAL EXPENDITURES ($ MILLION),hawaii island,270.114010837106
2025-02,TOTAL EXPENDITURES ($ MILLION),kauai,228.4372853277799
2025-02,TOTAL EXPENDITURES ($ MILLION),lanai,7.179429707626676
2025-02,TOTAL EXPENDITURES ($ MILLION),maui,533.740515079946
2025-02,TOTAL EXPENDITURES ($ MILLION),molokai,2.643678010001472
2025-02,TOTAL EXPENDITURES ($ MILLION),oahu,674.7501389444029
2025-02,TOTAL VISITOR DAYS,hawaii island,1111720.0757958335
2025-02,TOTAL VISITOR DAYS,kauai,796059.57964014
2025-02,TOTAL VISITOR DAYS,lanai,14119.949695684947
2025-02,TOTAL VISITOR DAYS,maui,1648779.7161774426
2025-02,TOTAL VISITOR DAYS,molokai,14177.982959346398
2025-02,TOTAL VISITOR DAYS,oahu,3057920.69084968
2025-02,VISITOR ARRIVALS,hawaii island,141234.79974138353
2025-02,VISITOR ARRIVALS,kauai,106015.60091304252
2025-02,VISITOR ARRIVALS,lanai,4212.210175801704
2025-02,VISITOR ARRIVALS,maui,199844.88700241002
2025-02,VISITOR ARRIVALS,molokai,2328.65887722644
2025-02,VISITOR ARRIVALS,oahu,431443.961179553
2025-03,AVERAGE DAILY CENSUS,hawaii island,38019.95198134956
2025-03,AVERAGE DAILY CENSUS,kauai,28979.93434983629
2025-03,AVERAGE DAILY CENSUS,lanai,464.34539793650134
2025-03,AVERAGE DAILY CENSUS,maui,59089.26039255724
2025-03,AVERAGE DAILY CENSUS,molokai,428.5805520189876
2025-03,AVERAGE DAILY CENSUS,oahu,116928.6611131171
2025-03,AVERAGE LENGTH OF STAY,hawaii island,7.470677128718275
2025-03,AVERAGE LENGTH OF STAY,kauai,7.271092299330395
2025-03,AVERAGE LENGTH OF STAY,lanai,3.6869728943181084
2025-03,AVERAGE LENGTH OF STAY,maui,7.782507404901245
2025-03,AVERAGE LENGTH OF STAY,molokai,6.110214054719551
2025-03,AVERAGE LENGTH OF STAY,oahu,6.890887563513221
2025-03,PER PERSON PER DAY SPENDING ($),hawaii island,231.86400980091344
2025-03,PER PERSON PER DAY SPENDING ($),kauai,257.8495814149673
2025-03,PER PERSON PER DAY SPENDING ($),lanai,568.6714291981536
2025-03,PER PERSON PER DAY SPENDING ($),maui,292.62506791911716
2025-03,PER PERSON PER DAY SPENDING ($),molokai,190.53306555858916
2025-03,PER PERSON PER DAY SPENDING ($),oahu,257.71720517240647
2025-03,PER PERSON PER TRIP SPENDING ($),hawaii island,1732.1811549925942
2025-03,PER PERSON PER TRIP SPENDING ($),kauai,1874.8481058119341
2025-03,PER PERSON PER TRIP SPENDING ($),lanai,2096.6761452267315
2025-03,PER PERSON PER TRIP SPENDING ($),maui,2277.356757940259
2025-03,PER PERSON PER TRIP SPENDING ($),molokai,1164.1978150648931
2025-03,PER PERSON PER TRIP SPENDING ($),oahu,1775.9002840259213
2025-03,TOTAL EXPENDITURES ($ MILLION),hawaii island,273.27921408385066
2025-03,TOTAL EXPENDITURES ($ MILLION),kauai,231.64638218769412
2025-03,TOTAL EXPENDITURES ($ MILLION),lanai,8.185858793670203
2025-03,TOTAL EXPENDITURES ($ MILLION),maui,536.0209639055363
2025-03,TOTAL EXPENDITURES ($ MILLION),molokai,2.531421758864073
2025-03,TOTAL EXPENDITURES ($ MILLION),oahu,934.1703601453437
2025-03,TOTAL VISITOR DAYS,hawaii island,1178618.5114218362
2025-03,TOTAL VISITOR DAYS,kauai,898377.964844925
2025-03,TOTAL VISITOR DAYS,lanai,14394.70733603154
2025-03,TOTAL VISITOR DAYS,maui,1831767.0721692746
2025-03,TOTAL VISITOR DAYS,molokai,13285.997112588615
2025-03,TOTAL VISITOR DAYS,oahu,3624788.49450663
2025-03,VISITOR ARRIVALS,hawaii island,157765.95496157504
2025-03,VISITOR ARRIVALS,kauai,123554.74636563999
2025-03,VISITOR ARRIVALS,lanai,3904.2075297637325
2025-03,VISITOR ARRIVALS,maui,235369.78211105455
2025-03,VISITOR ARRIVALS,molokai,2174.3914359802934
2025-03,VISITOR ARRIVALS,oahu,526026.3588829453
2025-04,AVERAGE DAILY CENSUS,hawaii island,34728.37105750125
2025-04,AVERAGE DAILY CENSUS,kauai,28295.405542974473
2025-04,AVERAGE DAILY CENSUS,lanai,417.1127028342672
2025-04,AVERAGE DAILY CENSUS,maui,51803.967988161676
2025-04,AVERAGE DAILY CENSUS,molokai,388.49201116845796
2025-04,AVERAGE DAILY CENSUS,oahu,113245.84374329122
2025-04,AVERAGE LENGTH OF STAY,hawaii island,7.578335214888005
2025-04,AVERAGE LENGTH OF STAY,kauai,7.114903278362169
2025-04,AVERAGE LENGTH OF STAY,lanai,3.3891386789343745
2025-04,AVERAGE LENGTH OF STAY,maui,7.488921262850064
2025-04,AVERAGE LENGTH OF STAY,molokai,4.818130936214961
2025-04,AVERAGE LENGTH OF STAY,oahu,6.963199732751378
2025-04,PER PERSON PER DAY SPENDING ($),hawaii island,237.27379088449632
2025-04,PER PERSON PER DAY SPENDING ($),kauai,262.3212681656552
2025-04,PER PERSON PER DAY SPENDING ($),lanai,575.3239932497603
2025-04,PER PERSON PER DAY SPENDING ($),maui,284.37998017529185
2025-04,PER PERSON PER DAY SPENDING ($),molokai,180.51243016130633
2025-04,PER PERSON PER DAY SPENDING ($),oahu,223.3545181203706
2025-04,PER PERSON PER TRIP SPENDING ($),hawaii island,1798.140325029951
2025-04,PER PERSON PER TRIP SPENDING ($),kauai,1866.3904508559422
2025-04,PER PERSON PER TRIP SPENDING ($),lanai,1949.8527984417417
2025-04,PER PERSON PER TRIP SPENDING ($),maui,2129.699280263623
2025-04,PER PERSON PER TRIP SPENDING ($),molokai,869.7325241315326
2025-04,PER PERSON PER TRIP SPENDING ($),oahu,1555.2621208845776
2025-04,TOTAL EXPENDITURES ($ MILLION),hawaii island,247.20396756170237
2025-04,TOTAL EXPENDITURES ($ MILLION),kauai,222.67459995883723
2025-04,TOTAL EXPENDITURES ($ MILLION),lanai,7.199248374894338
2025-04,TOTAL EXPENDITURES ($ MILLION),maui,441.96034168424615
2025-04,TOTAL EXPENDITURES ($ MILLION),molokai,2.1038291110281513
2025-04,TOTAL EXPENDITURES ($ MILLION),oahu,758.819125752528
2025-04,TOTAL VISITOR DAYS,hawaii island,1041851.1317250375
2025-04,TOTAL VISITOR DAYS,kauai,848862.1662892342
2025-04,TOTAL VISITOR DAYS,lanai,12513.381085028017
2025-04,TOTAL VISITOR DAYS,maui,1554119.0396448502
2025-04,TOTAL VISITOR DAYS,molokai,11654.76033505374
2025-04,TOTAL VISITOR DAYS,oahu,3397375.3122987365
2025-04,VISITOR ARRIVALS,hawaii island,137477.57286828256
2025-04,VISITOR ARRIVALS,kauai,119307.6185407597
2025-04,VISITOR ARRIVALS,lanai,3692.200960322615
2025-04,VISITOR ARRIVALS,maui,207522.4167937637
2025-04,VISITOR ARRIVALS,molokai,2418.9380673430837
2025-04,VISITOR ARRIVALS,oahu,487904.33172829973
2025-05,AVERAGE DAILY CENSUS,hawaii island,30626.88084879941
2025-05,AVERAGE DAILY CENSUS,kauai,26960.860705828025
2025-05,AVERAGE DAILY CENSUS,lanai,399.35492340578685
2025-05,AVERAGE DAILY CENSUS,maui,46889.921963281005
2025-05,AVERAGE DAILY CENSUS,molokai,344.63979759285996
2025-05,AVERAGE DAILY CENSUS,oahu,104703.54122006817
2025-05,AVERAGE LENGTH OF STAY,hawaii island,7.369354383106532
2025-05,AVERAGE LENGTH OF STAY,kauai,7.348502555013871
2025-05,AVERAGE LENGTH OF STAY,lanai,3.5614722246640587
2025-05,AVERAGE LENGTH OF STAY,maui,7.42445629288252
2025-05,AVERAGE LENGTH OF STAY,molokai,4.441348850864474
2025-05,AVERAGE LENGTH OF STAY,oahu,6.959502004157529
2025-05,PER PERSON PER DAY SPENDING ($),hawaii island,239.93867079137738
2025-05,PER PERSON PER DAY SPENDING ($),kauai,287.05431198819673
2025-05,PER PERSON PER DAY SPENDING ($),lanai,636.9592862095437
2025-05,PER PERSON PER DAY SPENDING ($),maui,284.8714044065387
2025-05,PER PERSON PER DAY SPENDING ($),molokai,260.67520218445804
2025-05,PER PERSON PER DAY SPENDING ($),oahu,242.50551949758682
2025-05,PER PERSON PER TRIP SPENDING ($),hawaii island,1768.193095273192
2025-05,PER PERSON PER TRIP SPENDING ($),kauai,2109.419345073012
2025-05,PER PERSON PER TRIP SPENDING ($),lanai,2268.512806077135
2025-05,PER PERSON PER TRIP SPENDING ($),maui,2115.0152911084074
2025-05,PER PERSON PER TRIP SPENDING ($),molokai,1157.7495096708071
2025-05,PER PERSON PER TRIP SPENDING ($),oahu,1687.7176489627182
2025-05,TOTAL EXPENDITURES ($ MILLION),hawaii island,227.80576552175148
2025-05,TOTAL EXPENDITURES ($ MILLION),kauai,239.9161709361532
2025-05,TOTAL EXPENDITURES ($ MILLION),lanai,7.885557635661328
2025-05,TOTAL EXPENDITURES ($ MILLION),maui,414.0855355879788
2025-05,TOTAL EXPENDITURES ($ MILLION),molokai,2.7850105164682137
2025-05,TOTAL EXPENDITURES ($ MILLION),oahu,787.1267863610985
2025-05,TOTAL VISITOR DAYS,hawaii island,949433.3063127818
2025-05,TOTAL VISITOR DAYS,kauai,835786.6818806687
2025-05,TOTAL VISITOR DAYS,lanai,12380.002625579393
2025-05,TOTAL VISITOR DAYS,maui,1453587.5808617112
2025-05,TOTAL VISITOR DAYS,molokai,10683.83372537866
2025-05,TOTAL VISITOR DAYS,oahu,3245809.7778221136
2025-05,VISITOR ARRIVALS,hawaii island,128835.34390600858
2025-05,VISITOR ARRIVALS,kauai,113735.64554460322
2025-05,VISITOR ARRIVALS,lanai,3476.0913028732534
2025-05,VISITOR ARRIVALS,maui,195783.70772486032
2025-05,VISITOR ARRIVALS,molokai,2405.53806605377
2025-05,VISITOR ARRIVALS,oahu,466385.34996945225
2025-06,AVERAGE DAILY CENSUS,hawaii island,38281.72893152158
2025-06,AVERAGE DAILY CENSUS,kauai,33607.43798800212
2025-06,AVERAGE DAILY CENSUS,lanai,540.3967057008541
2025-06,AVERAGE DAILY CENSUS,maui,57741.98831291194
2025-06,AVERAGE DAILY CENSUS,molokai,360.85326531553176
2025-06,AVERAGE DAILY CENSUS,oahu,123068.12523022134
2025-06,AVERAGE LENGTH OF STAY,hawaii island,7.437134273733152
2025-06,AVERAGE LENGTH OF STAY,kauai,7.442066120150974
2025-06,AVERAGE LENGTH OF STAY,lanai,4.072756335120258
2025-06,AVERAGE LENGTH OF STAY,maui,7.627077670712054
2025-06,AVERAGE LENGTH OF STAY,molokai,5.057232154010506
2025-06,AVERAGE LENGTH OF STAY,oahu,7.208449436033018
2025-06,PER PERSON PER DAY SPENDING ($),hawaii island,224.95217543969017
2025-06,PER PERSON PER DAY SPENDING ($),kauai,263.0646354681259
2025-06,PER PERSON PER DAY SPENDING ($),lanai,562.8357063378114
2025-06,PER PERSON PER DAY SPENDING ($),maui,294.7844038096002
2025-06,PER PERSON PER DAY SPENDING ($),molokai,153.56011467057866
2025-06,PER PERSON PER DAY SPENDING ($),oahu,249.05406669094813
2025-06,PER PERSON PER TRIP SPENDING ($),hawaii island,1672.9995339133527
2025-06,PER PERSON PER TRIP SPENDING ($),kauai,1957.744411027206
2025-06,PER PERSON PER TRIP SPENDING ($),lanai,2292.2926886192063
2025-06,PER PERSON PER TRIP SPENDING ($),maui,2248.343543970366
2025-06,PER PERSON PER TRIP SPENDING ($),molokai,776.5891494855907
2025-06,PER PERSON PER TRIP SPENDING ($),oahu,1795.293646580095
2025-06,TOTAL EXPENDITURES ($ MILLION),hawaii island,258.3467460821492
2025-06,TOTAL EXPENDITURES ($ MILLION),kauai,265.22785269994273
2025-06,TOTAL EXPENDITURES ($ MILLION),lanai,9.124636846672999
2025-06,TOTAL EXPENDITURES ($ MILLION),maui,510.64312798807936
2025-06,TOTAL EXPENDITURES ($ MILLION),molokai,1.662380064033174
2025-06,TOTAL EXPENDITURES ($ MILLION),oahu,919.5185120585252
2025-06,TOTAL VISITOR DAYS,hawaii island,1148451.8679456476
2025-06,TOTAL VISITOR DAYS,kauai,1008223.1396400636
2025-06,TOTAL VISITOR DAYS,lanai,16211.901171025624
2025-06,TOTAL VISITOR DAYS,maui,1732259.6493873582
2025-06,TOTAL VISITOR DAYS,molokai,10825.597959465953
2025-06,TOTAL VISITOR DAYS,oahu,3692043.7569066403
2025-06,VISITOR ARRIVALS,hawaii island,154421.28993176957
2025-06,VISITOR ARRIVALS,kauai,135476.24051741295
2025-06,VISITOR ARRIVALS,lanai,3980.5723291685526
2025-06,VISITOR ARRIVALS,maui,227119.70746531506
2025-06,VISITOR ARRIVALS,molokai,2140.617165632983
2025-06,VISITOR ARRIVALS,oahu,512182.79182914825
2025-07,AVERAGE DAILY CENSUS,hawaii island,38531.139076206935
2025-07,AVERAGE DAILY CENSUS,kauai,33638.81732524751
2025-07,AVERAGE DAILY CENSUS,lanai,519.5682503578722
2025-07,AVERAGE DAILY CENSUS,maui,57389.68765231781
2025-07,AVERAGE DAILY CENSUS,molokai,361.33197094867023
2025-07,AVERAGE DAILY CENSUS,oahu,118164.3056238778
2025-07,AVERAGE LENGTH OF STAY,hawaii island,7.454661981343383
2025-07,AVERAGE LENGTH OF STAY,kauai,7.277628527003589
2025-07,AVERAGE LENGTH OF STAY,lanai,4.009571237609859
2025-07,AVERAGE LENGTH OF STAY,maui,7.553544557495694
2025-07,AVERAGE LENGTH OF STAY,molokai,4.44376019993358
2025-07,AVERAGE LENGTH OF STAY,oahu,7.071502485617187
2025-07,PER PERSON PER DAY SPENDING ($),hawaii island,238.34413151466492
2025-07,PER PERSON PER DAY SPENDING ($),kauai,270.9909852022706
2025-07,PER PERSON PER DAY SPENDING ($),lanai,697.1353652851949
2025-07,PER PERSON PER DAY SPENDING ($),maui,286.9642345631252
2025-07,PER PERSON PER DAY SPENDING ($),molokai,165.55999625692078
2025-07,PER PERSON PER DAY SPENDING ($),oahu,234.0907700516824
2025-07,PER PERSON PER TRIP SPENDING ($),hawaii island,1776.77493567868
2025-07,PER PERSON PER TRIP SPENDING ($),kauai,1972.171724468852
2025-07,PER PERSON PER TRIP SPENDING ($),lanai,2795.21390936816
2025-07,PER PERSON PER TRIP SPENDING ($),maui,2167.597132180212
2025-07,PER PERSON PER TRIP SPENDING ($),molokai,735.7089220676571
2025-07,PER PERSON PER TRIP SPENDING ($),oahu,1655.3734622805134
2025-07,TOTAL EXPENDITURES ($ MILLION),hawaii island,284.69379726106865
2025-07,TOTAL EXPENDITURES ($ MILLION),kauai,282.590303688249
2025-07,TOTAL EXPENDITURES ($ MILLION),lanai,11.22849146211857
2025-07,TOTAL EXPENDITURES ($ MILLION),maui,510.5324214578908
2025-07,TOTAL EXPENDITURES ($ MILLION),molokai,1.8544857124907974
2025-07,TOTAL EXPENDITURES ($ MILLION),oahu,857.4963721795928
2025-07,TOTAL VISITOR DAYS,hawaii island,1194465.311362415
2025-07,TOTAL VISITOR DAYS,kauai,1042803.3370826727
2025-07,TOTAL VISITOR DAYS,lanai,16106.615761094039
2025-07,TOTAL VISITOR DAYS,maui,1779080.317221852
2025-07,TOTAL VISITOR DAYS,molokai,11201.291099408778
2025-07,TOTAL VISITOR DAYS,oahu,3663093.4743402116
2025-07,VISITOR ARRIVALS,hawaii island,160230.64685585702
2025-07,VISITOR ARRIVALS,kauai,143288.8932450122
2025-07,VISITOR ARRIVALS,lanai,4017.0419245862645
2025-07,VISITOR ARRIVALS,maui,235529.20138087982
2025-07,VISITOR ARRIVALS,molokai,2520.6785684736547
2025-07,VISITOR ARRIVALS,oahu,518007.8041110246
2025-08,AVERAGE DAILY CENSUS,hawaii island,32095.368452227493
2025-08,AVERAGE DAILY CENSUS,kauai,28279.30620937737
2025-08,AVERAGE DAILY CENSUS,lanai,473.97306099606936
2025-08,AVERAGE DAILY CENSUS,maui,48583.783236537834
2025-08,AVERAGE DAILY CENSUS,molokai,292.53976752686185
2025-08,AVERAGE DAILY CENSUS,oahu,111348.48010809833
2025-08,AVERAGE LENGTH OF STAY,hawaii island,7.101419761378954
