link,property_name,unit_number,date_booked,status
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-03-28,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-03-29,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-02,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-03,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-04,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-05,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-06,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-07,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-08,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-09,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-10,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-11,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-12,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-13,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-14,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-16,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-17,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-18,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-19,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-23,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-24,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-25,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-26,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-27,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-28,booked
https://www.airbnb.com/rooms/859411360329483540,kamaole_sands,,2026-04-29,booked
