link,property_name,unit_number,start_date,end_date,total_price
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-04-03,2026-04-05,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-04-05,2026-04-07,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-04-17,2026-04-19,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-04-24,2026-04-26,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-05-13,2026-05-15,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-05-15,2026-05-17,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-05-21,2026-05-23,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-05-23,2026-05-25,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-05-29,2026-05-31,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-04,2026-06-06,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-06,2026-06-08,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-08,2026-06-10,515.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-10,2026-06-12,515.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-12,2026-06-14,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-14,2026-06-16,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-16,2026-06-18,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-18,2026-06-20,517.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-20,2026-06-22,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-22,2026-06-24,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-24,2026-06-26,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-26,2026-06-28,512.0
https://www.airbnb.com/rooms/733608330309904024,kamaole_sands,,2026-06-28,2026-06-30,512.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-02,2026-04-04,703.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-04,2026-04-06,728.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-06,2026-04-08,716.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-08,2026-04-10,720.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-10,2026-04-12,722.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-12,2026-04-14,702.0
https://www.airbnb.com/rooms/36351502,kamaole_sands,,2026-04-17,2026-04-19,714.0
