link,property_name,unit_number,start_date,end_date,total_price
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-02,2026-04-04,589.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-04,2026-04-06,612.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-06,2026-04-08,606.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-18,2026-04-20,619.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-20,2026-04-22,604.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-22,2026-04-24,614.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-24,2026-04-26,657.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-26,2026-04-28,655.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-28,2026-04-30,651.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-04-30,2026-05-02,673.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-05-02,2026-05-04,668.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-05-04,2026-05-06,614.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-05-25,2026-05-27,644.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-05-27,2026-05-29,609.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-05,2026-06-07,646.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-07,2026-06-09,651.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-11,2026-06-13,669.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-20,2026-06-22,683.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-22,2026-06-24,669.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-24,2026-06-26,678.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-26,2026-06-28,696.0
https://www.airbnb.com/rooms/31704158,maui_vista,on,2026-06-28,2026-06-30,660.0
https://www.airbnb.com/rooms/990833735613623342,maui_vista,-,2026-04-11,2026-04-13,
https://www.airbnb.com/rooms/990833735613623342,maui_vista,-,2026-05-16,2026-05-18,
https://www.airbnb.com/rooms/990833735613623342,maui_vista,-,2026-05-18,2026-05-20,
https://www.airbnb.com/rooms/990833735613623342,maui_vista,-,2026-05-20,2026-05-22,
